year	division	place	school	score
2014	Division 1 State Championships	27	Haverhill	14
2014	Division 1 State Championships	28	Barnstable Swim	11
2014	Division 1 State Championships	28	Oliver Ames	11
2014	Division 1 State Championships	30	Mansfield	10
2014	Division 1 State Championships	31	Franklin	9
2014	Division 1 State Championships	31	North Andover	9
2014	Division 1 State Championships	33	Masconomet Reg	8
2014	Division 1 State Championships	34	Agawam	6
2014	Division 1 State Championships	35	Newton North	4
2014	Division 1 State Championships	36	Peabody Veterans Memorial High	3
2014	Division 1 State Championships	37	Lynn Englilsh	2
2014	Division 1 State Championships	38	Monument Mountain	1.5
2014	Division 1 State Championships	39	Chicopee Comp	1
2014	Division 1 State Championships	40	Palmer	0.5
2014	Division 2 State Championships	1	Weston	244
2014	Division 2 State Championships	2	Bishop Feehan	225
2014	Division 2 State Championships	3	Amherst-Pelham Reg	163
2014	Division 2 State Championships	4	Hingham	154
2014	Division 2 State Championships	5	Wayland	129.5
2014	Division 2 State Championships	6	Concord-Carlisle	129
2014	Division 2 State Championships	7	Duxbury	112.5
2014	Division 2 State Championships	8	Mystic Valley Charter School	111
2014	Division 2 State Championships	9	Apponequet Reg	94
2014	Division 2 State Championships	10	Longmeadow	82.5
2014	Division 2 State Championships	11	Hopkinton	72
2014	Division 2 State Championships	12	Ashland	68
2014	Division 2 State Championships	13	Bromfield	57
2014	Division 2 State Championships	14	East Longmeadow	55
2014	Division 2 State Championships	15	Winchester	54
2014	Division 2 State Championships	16	Westwood	42.5
2014	Division 2 State Championships	17	Bishop Fenwick	41
2014	Division 2 State Championships	18	South Hadley	37
2014	Division 2 State Championships	18	Milford	37
2014	Division 2 State Championships	20	Norwell	36
2014	Division 2 State Championships	21	Belmont	34
2014	Division 2 State Championships	22	Medfield	33
2014	Division 2 State Championships	23	Belchertown	31
2014	Division 2 State Championships	24	Cohasset Middle-High School	30
2014	Division 2 State Championships	25	Northampton	29
2014	Division 2 State Championships	25	Marblehead	29
2014	Division 2 State Championships	27	Monson	21
2014	Division 2 State Championships	27	Taconic	21
2014	Division 2 State Championships	29	Catholic Memorial	20
2014	Division 2 State Championships	29	Sandwich	20
2014	Division 2 State Championships	31	Arlington Catholic	14
2014	Division 2 State Championships	31	Dover Sherborn	14
2014	Division 2 State Championships	33	North Reading	9
2014	Division 2 State Championships	33	Seekonk 	9
2014	Division 2 State Championships	35	Bishop Stang	8
2014	Division 2 State Championships	35	Manchester Essex	8
2014	Division 2 State Championships	37	Bedford	7
2014	Division 2 State Championships	37	Scituate	7
2014	Division 2 State Championships	39	Westborough	6
2014	Division 2 State Championships	39	Pembroke	6
2014	Division 2 State Championships	41	Sharon	4
2014	Division 2 State Championships	42	Burlington	2
2013	Division 1 State Championships	1	St John's Prep	374
2013	Division 1 State Championships	2	Westford Academy	155.5
2013	Division 1 State Championships	3	St. John's Shrewsbury	144.5
2013	Division 1 State Championships	4	Lincoln Sudbury	137
2013	Division 1 State Championships	5	Newton North	125
2013	Division 1 State Championships	6	Acton-Boxboro	124
2013	Division 1 State Championships	7	Andover	108
2013	Division 1 State Championships	8	Reading 	107
2013	Division 1 State Championships	9	Westfield	103
2013	Division 1 State Championships	10	Chelmsford	101
2013	Division 1 State Championships	10	Framingham	101
2013	Division 1 State Championships	12	Lowell	90.5
2013	Division 1 State Championships	13	Minnechaug Reg	72
2013	Division 1 State Championships	14	Central Catholic	68
2013	Division 1 State Championships	14	Needham	68
2013	Division 1 State Championships	16	North Attleborough	64
2013	Division 1 State Championships	17	Palmer	43
2013	Division 1 State Championships	18	Brookline	42.5
2013	Division 1 State Championships	19	Attleboro	40
2013	Division 1 State Championships	20	Barnstable	35
2013	Division 1 State Championships	20	Newton South	35
2013	Division 1 State Championships	22	BridgewaterRaynham	33
2013	Division 1 State Championships	23	Algonquin Regional	32
2013	Division 1 State Championships	24	Cambridge Rindge & Latin	30
2013	Division 1 State Championships	25	Xaverian Brothers	28
2013	Division 1 State Championships	26	Tantasqua	19
2013	Division 1 State Championships	27	Lexington	16
2013	Division 1 State Championships	28	Masconomet Reg	9
2013	Division 1 State Championships	29	Malden	6
2013	Division 1 State Championships	29	Durfee	6
2013	Division 1 State Championships	31	Haverhill	5
2013	Division 1 State Championships	32	Boston Latin School	3
2013	Division 2 State Champsionships	1	Weston	299
2013	Division 2 State Champsionships	2	Wayland	171
2013	Division 2 State Champsionships	3	Bishop Feehan	167
2013	Division 2 State Champsionships	4	Bishop Stang	127
2013	Division 2 State Champsionships	5	King Philip Regional High Scho	107.5
2013	Division 2 State Champsionships	6	Amherst-Pelham Reg	107
2013	Division 2 State Champsionships	7	Apponequet Swimming & Diving	88
2013	Division 2 State Champsionships	8	Duxbury	87
2013	Division 2 State Champsionships	9	Hingham	85.5
2013	Division 2 State Champsionships	10	Winchester	76
2013	Division 2 State Champsionships	11	Northampton	68
2013	Division 2 State Champsionships	12	Medfield	67
2013	Division 2 State Champsionships	13	Concord Carlisle	63
2013	Division 2 State Champsionships	14	Dover Sherborn	61
2013	Division 2 State Champsionships	14	Mystic Valley Charter School	61
2013	Division 2 State Champsionships	16	Wellesley	56
2013	Division 2 State Champsionships	17	Arlington Catholic High Schoo	47
2013	Division 2 State Champsionships	18	Marblehead	42
2013	Division 2 State Champsionships	19	Milford	40
2013	Division 2 State Champsionships	20	Monson	36
2013	Division 2 State Champsionships	21	Sharon	35
2013	Division 2 State Champsionships	21	Ashland	35
2013	Division 2 State Champsionships	23	Hopkinton HighSchool	31
2013	Division 2 State Champsionships	23	Taconic	31
2013	Division 2 State Champsionships	25	Coyle & Cassidy	29
2013	Division 2 State Champsionships	26	Bishop Fenwick	28
2013	Division 2 State Champsionships	27	Longmeadow	27
2013	Division 2 State Champsionships	28	Arlington	25
2013	Division 2 State Champsionships	29	Chicopee	22
2013	Division 2 State Champsionships	29	Cohasset Middle-High School	22
2013	Division 2 State Champsionships	31	Sandwich	17
2013	Division 2 State Champsionships	32	Manchester Essex	16
2013	Division 2 State Champsionships	32	Norwell	16
2013	Division 2 State Champsionships	32	Catholic Memorial	16
2013	Division 2 State Champsionships	35	Scituate	15
2013	Division 2 State Champsionships	35	Westborough	15
2013	Division 2 State Champsionships	35	Belmont	15
2013	Division 2 State Champsionships	38	South Hadley	14
2013	Division 2 State Champsionships	38	Lynn Vocational Tech	14
2013	Division 2 State Champsionships	40	WestwoodHigh School	7
2013	Division 2 State Champsionships	41	Middleboro	6
2013	Division 2 State Champsionships	42	Hamilton Wenham	5
2013	Division 2 State Champsionships	43	Belchertown	4
2013	Division 2 State Champsionships	43	Seekonk 	4
2013	Division 2 State Champsionships	45	East Longmeadow	3
2013	Division 2 State Champsionships	46	Advanced Math & Science Acad	2
2013	Division 2 State Champsionships	46	Old Rochester Reg	2
2013	Division 2 State Champsionships	48	Bromfield	1
2012	Division 1 State Championships	1	St John's Prep	388
2012	Division 1 State Championships	2	Minnechaug Reg	185.5
2012	Division 1 State Championships	3	Lowell	180
2012	Division 1 State Championships	4	Lincoln Sudbury Regional	178
2012	Division 1 State Championships	5	Andover	167
2012	Division 1 State Championships	6	Westford Academy	160
2012	Division 1 State Championships	7	Reading 	130
2012	Division 1 State Championships	8	Acton-Boxborough	97
2012	Division 1 State Championships	9	Chelmsford	94
2012	Division 1 State Championships	10	North Attleborough	81.5
2012	Division 1 State Championships	11	Westfield	80
2012	Division 1 State Championships	12	Boston College	78
2012	Division 1 State Championships	13	St. John's Shrewsbury	73
2012	Division 1 State Championships	14	Central Catholic	71
2012	Division 1 State Championships	15	Framingham	65
2012	Division 1 State Championships	15	Needham	65
2012	Division 1 State Championships	17	Brookline	56
2012	Division 1 State Championships	18	Attleboro	32
2012	Division 1 State Championships	19	Lexington	26
2012	Division 1 State Championships	20	Franklin	17
2012	Division 1 State Championships	20	Algonquin Reg	17
2012	Division 1 State Championships	22	Newton South	16
2012	Division 1 State Championships	23	Boston Latin School	14
2012	Division 1 State Championships	24	Newton North	11
2012	Division 1 State Championships	25	Haverhill	9
2012	Division 1 State Championships	26	Apponequet Regional High Schoo	8
2012	Division 1 State Championships	27	Gardner	7
2012	Division 1 State Championships	28	Durfee	6
2012	Division 1 State Championships	28	Cambridge Rindge & Latin	6
2012	Division 1 State Championships	30	Brockton	3
2012	Division 1 State Championships	31	Northbridge	2
2012	Division 1 State Championships	31	Lynn English	2
2012	Divsiion 2 State Championships	1	Weston	235.5
2012	Divsiion 2 State Championships	2	Concord Carlisle	222
2012	Divsiion 2 State Championships	3	King Philip Regional High Scho	210
2012	Divsiion 2 State Championships	4	Hopkinton	163
2012	Divsiion 2 State Championships	5	Mystic Valley Regional Charter	144
2012	Divsiion 2 State Championships	6	Bishop Stang	115
2012	Divsiion 2 State Championships	7	Wayland	112
2012	Divsiion 2 State Championships	8	Sandwich	106
2012	Divsiion 2 State Championships	9	Bishop Feehan	95
2012	Divsiion 2 State Championships	10	Northampton	85
2012	Divsiion 2 State Championships	11	Duxbury	84
2012	Divsiion 2 State Championships	12	Marblehead	83
2012	Divsiion 2 State Championships	13	Medfield	65
2012	Divsiion 2 State Championships	14	Amerhst-Pelham Reg	63
2012	Divsiion 2 State Championships	15	Palmer	54
2012	Divsiion 2 State Championships	16	Longmeadow	45.5
2012	Divsiion 2 State Championships	17	Milford	44
2012	Divsiion 2 State Championships	18	Manchester Essex	35
2012	Divsiion 2 State Championships	18	Sharon	35
2012	Divsiion 2 State Championships	18	Arlington Catholic High Schoo	35
2012	Divsiion 2 State Championships	21	Seekonk 	32
2012	Divsiion 2 State Championships	22	Westborough	30
2012	Divsiion 2 State Championships	23	Taconic	28
2012	Divsiion 2 State Championships	23	Norwell	28
2012	Divsiion 2 State Championships	25	Hamilton Wenham	19
2012	Divsiion 2 State Championships	26	Cohasset Middle-High School	17
2012	Divsiion 2 State Championships	26	Bishop Fenwick	17
2012	Divsiion 2 State Championships	28	Bromfield School	16
2012	Divsiion 2 State Championships	29	Coyle & Cassidy	13
2012	Divsiion 2 State Championships	29	Ashland	13
2012	Divsiion 2 State Championships	29	Middleboro	13
2012	Divsiion 2 State Championships	32	Hingham	11.5
2012	Divsiion 2 State Championships	33	Monson	11
2012	Divsiion 2 State Championships	34	Chicopee	7
2012	Divsiion 2 State Championships	35	Belchertown	6
2012	Divsiion 2 State Championships	35	Dover Sherborn	6
2012	Divsiion 2 State Championships	37	Holyoke Catholic	4.5
2012	Divsiion 2 State Championships	38	Boston Latin Academy	4
2012	Divsiion 2 State Championships	38	Arlington	4
2012	Divsiion 2 State Championships	40	Catholic Memorial School	3
2012	Divsiion 2 State Championships	40	South Hadley	3
2012	Divsiion 2 State Championships	40	Wellesley	3
2012	Divsiion 2 State Championships	43	Beverly	2
2012	Divsiion 2 State Championships	43	Pittsfield	2
2012	Divsiion 2 State Championships	45	Nauset Regional	1
2011	Division 1 State Championships	1	St John's Prep	249
2011	Division 1 State Championships	2	Lincoln Sudbury Regional	186.5
2011	Division 1 State Championships	3	Minnechaug Reg	148
2011	Division 1 State Championships	4	Lowell	129
2011	Division 1 State Championships	5	Reading 	121
2011	Division 1 State Championships	6	Westford Acedemy	116
2011	Division 1 State Championships	7	Boston College	97
2011	Division 1 State Championships	8	Chelmsford	78.5
2011	Division 1 State Championships	9	Andover	41
2011	Division 1 State Championships	10	Lexington	40
2011	Division 1 State Championships	11	Brookline	30
2011	Division 1 State Championships	12	Northbridge	23
2011	Division 1 State Championships	13	Acton-Boxborough	22
2011	Division 1 State Championships	14	Xaverian Brothers	19
2011	Division 1 State Championships	15	Boston Latin School	14
2011	Division 1 State Championships	15	North Attleborough	14
2011	Division 1 State Championships	17	St. John's Shrewsbury	11
2011	Division 1 State Championships	18	Monument Mountain Reg HS	10
2011	Division 1 State Championships	18	Westfield	10
2011	Division 1 State Championships	20	Durfee	7
2011	Division 1 State Championships	21	Central Catholic	6
2011	Division 1 State Championships	22	Franklin	5
2011	Division 1 State Championships	22	Natick	5
2011	Division 1 State Championships	24	Newton North	3
2011	Division 1 State Championships	24	Newton South	3
2011	Division 1 State Championships	24	Needham	3
2011	Division 1 State Championships	27	New Bedford	2
2011	Division 1 State Championships	27	Somerville	2
2011	Division 2 State Championships	1	King Philip Regional High Scho	178
2011	Division 2 State Championships	2	Weston	172
2011	Division 2 State Championships	3	Concord Carlisle	111
2011	Division 2 State Championships	4	Wayland	94
2011	Division 2 State Championships	5	Amherst-Pelham Reg	81
2011	Division 2 State Championships	6	Mystic Valley Regional Charter	68
2011	Division 2 State Championships	7	Bishop Feehan	63
2011	Division 2 State Championships	8	Northampton	56
2011	Division 2 State Championships	9	Monson	51
2011	Division 2 State Championships	10	Hopkinton	45
2011	Division 2 State Championships	11	Milford	42
2011	Division 2 State Championships	12	Norwell	39
2011	Division 2 State Championships	13	Arlilngton Catholic High Schoo	33
2011	Division 2 State Championships	14	Coyle & Cassidy	30
2011	Division 2 State Championships	15	Bishop Stang	27
2011	Division 2 State Championships	16	East Longmeadow	26
2011	Division 2 State Championships	17	Medfield	24
2011	Division 2 State Championships	18	Belmont	23
2011	Division 2 State Championships	19	Lynnfield	22
2011	Division 2 State Championships	19	Danvers	22
2011	Division 2 State Championships	21	Westborough	21
2011	Division 2 State Championships	21	Seekonk 	21
2011	Division 2 State Championships	23	Longmeadow	20
2011	Division 2 State Championships	24	Hamilton Wenham	18
2011	Division 2 State Championships	25	Sharon	17
2011	Division 2 State Championships	26	Holyoke Catholic	14
2011	Division 2 State Championships	27	Wellesley	12
2011	Division 2 State Championships	28	Palmer	11
2011	Division 2 State Championships	28	Duxbury	11
2011	Division 2 State Championships	30	Manchester Essex	9
2011	Division 2 State Championships	31	Catholic Memorial	8
2011	Division 2 State Championships	32	Sandwich	7
2011	Division 2 State Championships	33	Taconic	6
2011	Division 2 State Championships	34	Marblehead	5
2011	Division 2 State Championships	35	Hingham	4
2011	Division 2 State Championships	36	Cohasset Middle-High School	3
2011	Division 2 State Championships	37	Belchertown	1
2010	Division 1 State Championships	1	St John's Prep	233
2010	Division 1 State Championships	2	Lincoln Sudbury Regional	146
2010	Division 1 State Championships	3	Minnechaug Reg	119
2010	Division 1 State Championships	4	Lexington	116
2010	Division 1 State Championships	5	Andover	114
2010	Division 1 State Championships	6	Boston College	97
2010	Division 1 State Championships	7	Lowell	84
2010	Division 1 State Championships	8	Chelmsford	72
2010	Division 1 State Championships	9	Westford Acedemy	62
2010	Division 1 State Championships	10	Amherst Pelham Regional	59
2010	Division 1 State Championships	11	Reading 	39
2010	Division 1 State Championships	12	Westborough	36
2010	Division 1 State Championships	12	North Attleborough	36
2010	Division 1 State Championships	14	Needham	32
2010	Division 1 State Championships	15	North Andover	25
2010	Division 1 State Championships	15	Brookline	25
2010	Division 1 State Championships	17	Xaverian Brothers	14
2010	Division 1 State Championships	18	Newton North	13
2010	Division 1 State Championships	18	Ludlow	13
2010	Division 1 State Championships	18	Franklin	13
2010	Division 1 State Championships	21	Apponequet Regional High Schoo	12
2010	Division 1 State Championships	22	Framingham	11
2010	Division 1 State Championships	22	Westfield	11
2010	Division 1 State Championships	24	St. John's Shrewsbury	8
2010	Division 1 State Championships	25	Catholic Memorial	2
2010	Division 1 State Championships	26	Chicopee Comprehensive	1
2010	Division 1 State Championships	26	New Bedford	1
2010	Division 1 State Championships	26	Natick	1
2010	Division 2 State Championships	1	Wayland	154
2010	Division 2 State Championships	2	Weston	141
2010	Division 2 State Championships	3	Bishop Feehan	131
2010	Division 2 State Championships	4	Bishop Stang	113
2010	Division 2 State Championships	5	King Philip Regional High Scho	98
2010	Division 2 State Championships	6	Concord Carlisle	96
2010	Division 2 State Championships	7	Hopkinton	91
2010	Division 2 State Championships	8	East Longmeadow	68
2010	Division 2 State Championships	9	Monson	53
2010	Division 2 State Championships	10	Longmeadow	47
2010	Division 2 State Championships	11	Northampton	45
2010	Division 2 State Championships	12	Seekonk 	39
2010	Division 2 State Championships	13	Milford	30
2010	Division 2 State Championships	14	Mystic Valley Regional Charter	28
2010	Division 2 State Championships	15	Belmont	24
2010	Division 2 State Championships	16	Lynnfield	23
2010	Division 2 State Championships	17	Bishop Fenwick	21
2010	Division 2 State Championships	18	Sandwich	20
2010	Division 2 State Championships	19	Holyoke Catholic	18
2010	Division 2 State Championships	20	Wellesley	15
2010	Division 2 State Championships	20	Coyle & Cassidy	15
2010	Division 2 State Championships	22	Ipswich	13
2010	Division 2 State Championships	22	Holliston	13
2010	Division 2 State Championships	22	Northbridge	13
2010	Division 2 State Championships	25	Danvers	12
2010	Division 2 State Championships	26	Hingham	11
2010	Division 2 State Championships	26	South Hadley	11
2010	Division 2 State Championships	28	Manchester Essex	10
2010	Division 2 State Championships	28	Duxbury	10
2010	Division 2 State Championships	30	Sharon	8
2010	Division 2 State Championships	31	Norwell	5
2010	Division 2 State Championships	32	Winchester	4
2010	Division 2 State Championships	32	Melrose	4
2010	Division 2 State Championships	32	Arlilngton Catholic High Schoo	4
2010	Division 2 State Championships	32	Hamilton Wenham	4
2010	Division 2 State Championships	36	Middleboro	3
2009	Division 1 State Championships	1	St John's Prep	221
2009	Division 1 State Championships	2	Lincoln Sudbury Regional	159
2009	Division 1 State Championships	3	Andover	151
2009	Division 1 State Championships	4	Boston College	147
2009	Division 1 State Championships	5	Lexington	110
2009	Division 1 State Championships	6	Westford Acedemy	102
2009	Division 1 State Championships	7	Minnechaug Reg	75
2009	Division 1 State Championships	8	Chelmsford	55
2009	Division 1 State Championships	9	Acton-Boxborough	50
2009	Division 1 State Championships	10	Needham	48
2009	Division 1 State Championships	11	Framingham	31
2009	Division 1 State Championships	12	North Andover	29
2009	Division 1 State Championships	13	Boston Latin School	28
2009	Division 1 State Championships	14	Amherst Pelham Regional	27
2009	Division 1 State Championships	15	Chicopee Comprehensive	23
2009	Division 1 State Championships	16	Westfield	20
2009	Division 1 State Championships	16	Malden	20
2009	Division 1 State Championships	18	Hopkinton	15
2009	Division 1 State Championships	19	Monument Mountain Reg HS	12
2009	Division 1 State Championships	19	Newton North	12
2009	Division 1 State Championships	19	Lowell	12
2009	Division 1 State Championships	22	Hingham	9
2009	Division 1 State Championships	23	Westborough	8
2009	Division 1 State Championships	24	Ludlow	7
2009	Division 1 State Championships	24	Bishop Fenwick	7
2009	Division 1 State Championships	26	Reading Stoneham	5
2009	Division 1 State Championships	27	Brookline	4
2009	Division 1 State Championships	27	Agawam	4
2009	Division 1 State Championships	29	Peabody	3
2009	Division 1 State Championships	30	St. John's Shrewsbury	1
2009	Division 2 State Championships	1	Wayland	156
2009	Division 2 State Championships	2	Bishop Feehan	147
2009	Division 2 State Championships	3	Weston	138
2009	Division 2 State Championships	4	Bishop Stang	90
2009	Division 2 State Championships	5	Longmeadow	86
2009	Division 2 State Championships	6	Austin Prep	74
2009	Division 2 State Championships	7	Concord Carlisle	69
2009	Division 2 State Championships	8	Duxbury	67
2009	Division 2 State Championships	9	Wellesley	61
2009	Division 2 State Championships	10	Sandwich	45
2009	Division 2 State Championships	11	Norwell	43
2009	Division 2 State Championships	12	King Philip Regional High Scho	41
2009	Division 2 State Championships	13	South Hadley	40
2009	Division 2 State Championships	13	Nantucket	40
2009	Division 2 State Championships	15	Monson	32
2009	Division 2 State Championships	16	Northampton	30
2009	Division 2 State Championships	17	Marblehead	28
2009	Division 2 State Championships	18	Oliver Ames	24
2009	Division 2 State Championships	19	Holyoke Catholic	20
2009	Division 2 State Championships	20	Nauset Regional	17
2009	Division 2 State Championships	21	East Longmeadow	16
2009	Division 2 State Championships	21	Masconomet Regional High Sch	16
2009	Division 2 State Championships	23	Seekonk 	15
2009	Division 2 State Championships	24	Wahconah Regional	14
2009	Division 2 State Championships	25	Holliston	12
2009	Division 2 State Championships	25	Ipswich	12
2009	Division 2 State Championships	27	Catholic Memorial	10
2009	Division 2 State Championships	27	Hamilton Wenham	10
2009	Division 2 State Championships	29	Belmont	9
2009	Division 2 State Championships	29	Natick	9
2009	Division 2 State Championships	29	Arlilngton Catholic High Schoo	9
2009	Division 2 State Championships	29	Bedford	9
2009	Division 2 State Championships	33	Mystic Valley Regional Charter	3
2009	Division 2 State Championships	34	Lynn Vocational Tech	2
2009	Division 2 State Championships	35	Apponequet Regional High Schoo	1
2008	Division 1 State Championships	1	St John's Prep	261
2008	Division 1 State Championships	2	Andover	175
2008	Division 1 State Championships	3	Boston College	146
2008	Division 1 State Championships	4	Acton-Boxborough	141
2008	Division 1 State Championships	5	Lexington	112
2008	Division 1 State Championships	6	Lincoln Sudbury Regional	106
2008	Division 1 State Championships	7	Minnechaug Reg	68.5
2008	Division 1 State Championships	8	Xaverian Brothers	59
2008	Division 1 State Championships	9	Westford Acedemy	55
2008	Division 1 State Championships	10	Chelmsford	44
2008	Division 1 State Championships	11	Northampton	43
2008	Division 1 State Championships	12	Gardner	28
2008	Division 1 State Championships	13	Westfield	26
2008	Division 1 State Championships	14	Northeast Metro Voc Tech	17
2008	Division 1 State Championships	15	Newton South	16
2008	Division 1 State Championships	15	Amherst Pelham Regional	16
2008	Division 1 State Championships	17	North Andover	13
2008	Division 1 State Championships	18	Needham	12
2008	Division 1 State Championships	19	Hanover	11
2008	Division 1 State Championships	20	Haverhill	10
2008	Division 1 State Championships	21	Barnstable	9
2008	Division 1 State Championships	21	Boston Latin School	9
2008	Division 1 State Championships	23	Newton North	5
2008	Division 1 State Championships	24	Framingham	4
2008	Division 1 State Championships	25	West Springfield	3
2008	Division 1 State Championships	26	Brookline	2
2008	Division 1 State Championships	27	Westborough	1.5
2008	Division 1 State Championships	28	Lowell	1
2008	Division 1 State Championships	28	Peabody	1
2008	Division 2 State Championships	1	Weston	217
2008	Division 2 State Championships	2	Ipswich	117
2008	Division 2 State Championships	3	Bishop Feehan	114
2008	Division 2 State Championships	4	Bishop Stang	106
2008	Division 2 State Championships	5	Nauset Regional	95
2008	Division 2 State Championships	6	Longmeadow	84
2008	Division 2 State Championships	7	Wellesley	68
2008	Division 2 State Championships	8	Wayland	65.5
2008	Division 2 State Championships	9	Apponequet Regional High Schoo	58
2008	Division 2 State Championships	10	Austin Prep	48
2008	Division 2 State Championships	11	Scituate	47
2008	Division 2 State Championships	11	Sandwich	47
2008	Division 2 State Championships	13	East Longmeadow	44
2008	Division 2 State Championships	14	Concord Carlisle	30
2008	Division 2 State Championships	15	Marblehead	28
2008	Division 2 State Championships	16	Masconomet Regional High Sch	24
2008	Division 2 State Championships	16	Hopkinton	24
2008	Division 2 State Championships	18	Nantucket	21
2008	Division 2 State Championships	19	Belmont	18.5
2008	Division 2 State Championships	20	Bedford	18
2008	Division 2 State Championships	21	Natick	16
2008	Division 2 State Championships	21	Middleboro	16
2008	Division 2 State Championships	23	South Hadley	14.5
2008	Division 2 State Championships	24	Holyoke Catholic	13
2008	Division 2 State Championships	25	Duxbury	12
2008	Division 2 State Championships	26	Monson	10
2008	Division 2 State Championships	26	Shrewsbury Hitgh School	10
2008	Division 2 State Championships	28	Chicopee	9
2008	Division 2 State Championships	29	Wahconah Regional	6
2008	Division 2 State Championships	30	Seekonk 	5.5
2008	Division 2 State Championships	31	North AttleboroHigh School	3
2008	Division 2 State Championships	31	Sharon	3
2008	Division 2 State Championships	33	Norwell	2
2008	Division 2 State Championships	34	Oliver Ames	1
2007	Division 1 State Championships	1	St John's Prep	267
2007	Division 1 State Championships	2	Boston College	166
2007	Division 1 State Championships	3	Andover	124
2007	Division 1 State Championships	4	Acton-Boxborough	117
2007	Division 1 State Championships	5	Xaverian Brothers	93
2007	Division 1 State Championships	6	West Springfield	87
2007	Division 1 State Championships	7	Lexington	75
2007	Division 1 State Championships	8	Lincoln Sudbury Regional	70
2007	Division 1 State Championships	9	Northampton	56.5
2007	Division 1 State Championships	10	Framingham	52
2007	Division 1 State Championships	11	Chelmsford	47
2007	Division 1 State Championships	12	Minnechaug Reg	45
2007	Division 1 State Championships	13	New Bedford	35
2007	Division 1 State Championships	14	Gardner	29
2007	Division 1 State Championships	15	Malden	19
2007	Division 1 State Championships	16	Westford Acedemy	17
2007	Division 1 State Championships	17	Amherst Pelham Regional	16
2007	Division 1 State Championships	18	North Andover	15
2007	Division 1 State Championships	19	Northeast Metro Voc Tech	12.5
2007	Division 1 State Championships	20	Wachusett Reg	12
2007	Division 1 State Championships	21	St John's Shrewsbury High Scho	11
2007	Division 1 State Championships	22	Haverhill	10
2007	Division 1 State Championships	23	Beverly	6
2007	Division 1 State Championships	24	Attleboro	3
2007	Division 1 State Championships	24	Boston Latin School	3
2007	Division 1 State Championships	24	Brookline	3
2007	Division 1 State Championships	27	Brockton	2
2007	Division 1 State Championships	27	Newton South	2
2007	Division 2 State Championships	1	Weston	296
2007	Division 2 State Championships	2	Bishop Feehan	165
2007	Division 2 State Championships	3	Ipswich	106
2007	Division 2 State Championships	4	Nauset Regional	96
2007	Division 2 State Championships	5	Wayland	89
2007	Division 2 State Championships	6	Bishop Stang	71
2007	Division 2 State Championships	7	Tyngsboro	69
2007	Division 2 State Championships	8	Scituate	67
2007	Division 2 State Championships	9	Austin Prep	51
2007	Division 2 State Championships	10	Apponequet Regional High Schoo	44
2007	Division 2 State Championships	11	Hamilton Wenham	39
2007	Division 2 State Championships	11	Wellesley	39
2007	Division 2 State Championships	13	Seekonk 	36
2007	Division 2 State Championships	14	Concord Carlisle	30
2007	Division 2 State Championships	15	East Longmeadow	27
2007	Division 2 State Championships	16	Hopkinton	24
2007	Division 2 State Championships	17	Monson	22
2007	Division 2 State Championships	18	Marblehead	20
2007	Division 2 State Championships	19	Middleboro	19
2007	Division 2 State Championships	20	Holliston	17
2007	Division 2 State Championships	21	Duxbury	15
2007	Division 2 State Championships	22	Cathedral	13
2007	Division 2 State Championships	23	Cardinal Spellman	11
2007	Division 2 State Championships	24	Longmeadow	9
2007	Division 2 State Championships	25	Belmont	4
2007	Division 2 State Championships	25	Hanover	4
2007	Division 2 State Championships	27	Holyoke Catholic	3
2007	Division 2 State Championships	27	Sandwich	3
2007	Division 2 State Championships	29	Chicopee	2
2007	Division 2 State Championships	29	Nantucket	2
2007	Division 2 State Championships	31	Wahconah Regional	1
2007	Division 2 State Championships	31	Sharon	1
