year	division	place	school	score
2006	Division 1 State Championships	17	Boston Latin	4
2006	Division 1 State Championships	18	Braintree	3
2006	Division 2 State Championships	1	Notre Dame Academy - Hingham	233
2006	Division 2 State Championships	2	Bishop Stang	156.5
2006	Division 2 State Championships	3	Bishop Feehan	143
2006	Division 2 State Championships	4	Winchester	124
2006	Division 2 State Championships	5	Lawrence Central Catholic	78
2006	Division 2 State Championships	6	Norwood	73
2006	Division 2 State Championships	7	Dedham	70
2006	Division 2 State Championships	8	Burlington	63
2006	Division 2 State Championships	9	Belmont	61
2006	Division 2 State Championships	10	Natick	55.5
2006	Division 2 State Championships	11	Stoneham	50
2006	Division 2 State Championships	12	Milford	48
2006	Division 2 State Championships	13	Walpole	38
2006	Division 2 State Championships	14	Apponequet Regional	34
2006	Division 2 State Championships	15	Ursuline Academy	32
2006	Division 2 State Championships	16	Dracut	30
2006	Division 2 State Championships	17	Academy Notre Dame-Tyngsboro	19
2006	Division 2 State Championships	18	Wellesley	16
2006	Division 2 State Championships	18	Westwood	16
2006	Division 2 State Championships	20	Seekonk	15
2006	Division 2 State Championships	21	Canton	14
2006	Division 2 State Championships	22	Notre Dame Academy - Worcester	4
2005	Division 1 State Championships	1	Andover
2005	Division 1 State Championships	2	Chelsford
2005	Division 2 State Championships	1	Notre Dame Hingham
2005	Division 2 State Championships	2	Bishop Stang
2004	Division 1 State Championships	1	Andover
2004	Division 1 State Championships	2	Acton-Boxborough
2004	Division 2 State Championships	1	Central Catholic
2004	Division 2 State Championships	2	Bishop Stang
2003	State Championships	1	Andover	244
2003	State Championships	2	Acton-Boxborough	127
2003	State Championships	3	Notre Dame Academy - Hingham	125.50
2003	State Championships	4	Seekonk	107
2003	State Championships	5	Belmont	106
2003	State Championships	6	Chelmsford	94
2003	State Championships	7	Needham	69
2003	State Championships	8	Apponequet Regional	67
2003	State Championships	9	Westwood	54
2003	State Championships	10	Framingham	48
2003	State Championships	11	Bishop Feehan	42
2003	State Championships	12	Milford	37
2003	State Championships	13	Melrose	33
2003	State Championships	13	Newton North	33
2003	State Championships	15	Central Catholic, Lawrence	27
2003	State Championships	16	Cambridge Rindge & Latin	22
2003	State Championships	16	Brockton	22
2003	State Championships	18	Duxbury	19
2003	State Championships	18	Haverhill	19
2003	State Championships	20	Notre Dame Academy - Worcester	14
2003	State Championships	21	Burlington	13
2003	State Championships	22	Ursuline	11
2003	State Championships	23	Reading	10
2003	State Championships	23	Natick	10
2003	State Championships	25	Bishop Stang	8.50
2003	State Championships	26	Lexington	8
2003	State Championships	27	Academy of Notre Dame, Tyngsbor	7
2003	State Championships	28	New Bedford	4
2003	State Championships	28	Lowell	4
2003	State Championships	30	Brookline	3
2003	State Championships	30	Dedham	3
2003	State Championships	30	Attleboro	3
2003	State Championships	33	Winchester	1
2002	State Championships	1	Andover
2002	State Championships	2	Acton-Boxborough
2001	State Championships	1	Andover
2001	State Championships	2	Chelmsford
2000	State Championships	1	Andover	305
2000	State Championships	2	Chelmsford	167
2000	State Championships	3	Belmont	150
2000	State Championships	4	Acton-Boxborough	146
2000	State Championships	5	Duxbury	122
2000	State Championships	6	Bishop Feehan	80
2000	State Championships	7	Newton North	62
2000	State Championships	8	Milford	57
2000	State Championships	9	Notre Dame Hingham	55
2000	State Championships	10	Notre Dame Tyngsboro	46
2000	State Championships	11	New Bedford	45
2000	State Championships	12	Sandwich	30
2000	State Championships	13	Seekonk	28
2000	State Championships	14	Burlington	25
2000	State Championships	15	Needham	16
2000	State Championships	16	Haverhill	15
2000	State Championships	17	Westwood	13
2000	State Championships	18	Brookline	12
2000	State Championships	19	Bishop Stang	12
2000	State Championships	20	Reading	10
2000	State Championships	21	St. Peter-Marian	9
2000	State Championships	22	Wellesley	4
2000	State Championships	23	Ursuline	4
2000	State Championships	24	Framingham	4
2000	State Championships	25	Lowell	3
2000	State Championships	26	Lexington	3
2000	State Championships	27	Canton	2
1999	State Championships	1	Andover
1999	State Championships	2	Chelmsford
1998	State Championships	1	Acton-Boxborough
1998	State Championships	2	Chelmsford
1997	State Championships	1	Acton-Boxborough
1997	State Championships	2	Chelmsford
1996	State Championships	1	Acton-Boxborough
1996	State Championships	2	Chelmsford
1995	State Championships	1	Acton-Boxborough
1995	State Championships	2	Chelmsford
1994	State Championships	1	Acton-Boxborough
1994	State Championships	2	Haverhill
1993	State Championships	1	Acton-Boxborough
1993	State Championships	2	Chelmsford
1992	State Championships	1	Acton-Boxborough
1992	State Championships	2	Haverhill
1991	State Championships	1	Acton-Boxborough
1991	State Championships	2	Wellesley
1990	State Championships	1	Wellesley
1990	State Championships	2	Acton-Boxborough
1989	State Championships	1	Wellesley
1989	State Championships	2	Lowell
1988	State Championships	1	Wellesley
1988	State Championships	2	Acton-Boxborough
1987	State Championships	1	Acton-Boxborough
1987	State Championships	2	Wellesley
1986	State Championships	1	Acton-Boxborough
1986	State Championships	2	Belmont
1985	State Championships	1	Acton-Boxborough
1985	State Championships	2	Belmont
1984	State Championships	1	Acton-Boxborough
1984	State Championships	2	Belmont
1983	State Championships	1	Acton-Boxborough
1983	State Championships	2	Wellesley
1982	State Championships	1	Acton-Boxborough
1982	State Championships	2	Seekonk
1980	State Championships	1	North Hampton
1980	State Championships	2	Longmeadow
1979	State Championships	1	North Hampton
1979	State Championships	2	Springfield Cathedral
1978	State Championships	1	Durfee
1978	State Championships	2	Springfield Cathedral
1977	State Championships	1	East Longmeadow
1977	State Championships	2	Acton-Boxborough
1976	State Championships	1	Minnechaug
1976	State Championships	2	Acton-Boxborough
1975	State Championships	1	Bedford
1975	State Championships	2	East Longmeadow
1974	State Championships	1	Bedford
1974	State Championships	2	Wayland
1973	State Championships	1	Wayland
